Type,From,To,Quantity,App,Date,Transaction Hash,Memo
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","17.47958","FALTA ESSE","Jul-18-2024 12:58:29 AM UTC","0xbe45399a44d5a5c7deb1c072651e67ee52138c402d90af4b5d485e0c1f5c7e89","SWAPX:97.65|3.13|5.4075|pxusdt|e18236120202407180057s0446a6c8f8"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.60613","FALTA ESSE","Jul-18-2024 12:57:49 AM UTC","0x41d953ee2ac2b65ca7b7ec95f3cdaa4b33aae15ba299835ec0397386c5830b5d","SWAPX:20.15|0.65|5.4075|pxusdt|e0000000020240718005726171368240"
"FALTA ESSE","0x958972306C0DB6823FEE650e5618EAc31FA36B9D","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:57:07 AM UTC","0x76badabbc86240a8e0a21ddc4ab17916ab32c0ae030431a5a73a233d0283ac55","SWAPX:18.51|0.60|5.4075|pxusdt|e0000000020240718005637458892219"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","5.32598","FALTA ESSE","Jul-18-2024 12:56:23 AM UTC","0xe26b06f50747cc0b2e6f6ec8106537d2ccf838c8ec3ed0e94662af39c77a8fa1","SWAPX:29.76|0.96|5.4075|pxusdt|e18236120202407180055s12e542dee1"
"FALTA ESSE","0x958972306C0DB6823FEE650e5618EAc31FA36B9D","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","5.29454","FALTA ESSE","Jul-18-2024 12:55:25 AM UTC","0x170da7a1c1c67c78f8f870e1c47f8310de2b7bc7e81f53618abf7ba9c2cc385c","SWAPX:29.59|0.96|5.4075|pxusdt|e08044854202407180054up93pg5oapu"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","2.41333","FALTA ESSE","Jul-18-2024 12:54:45 AM UTC","0x8847f350941bc98720e94986ee25cec337e29cfe2634d6fb8f56b67f4955c397","SWAPX:13.49|0.44|5.4075|pxusdt|e9040088820240718005424584371686"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.75777","FALTA ESSE","Jul-18-2024 12:54:27 AM UTC","0x52b04e4ecc5a12fe471f6dfebb4a0d8fc6154c36f4f6427f067ee40d59a0bffd","SWAPX:21.00|0.68|5.4075|pxusdt|e9279656420240718005402occotv16o"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:54:05 AM UTC","0xd4f63b8855a0b427e8e07c6e8123d733342803187dcdd2ea7cff5172d4206b81","SWAPX:18.51|0.60|5.4075|pxusdt|e18236120202407180053s10d8c9be96"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","5.32413","FALTA ESSE","Jul-18-2024 12:50:57 AM UTC","0x503cb44406af9184e4c386333ad304b1d932ec3bf261b99431d0635846ab2c4d","SWAPX:29.75|0.96|5.4075|pxusdt|e18236120202407180050s1302547acb"
"FALTA ESSE","0x958972306C0DB6823FEE650e5618EAc31FA36B9D","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:48:29 AM UTC","0xf27481e49a0cc50fbba19a0f5daa84b5aec435b34ba1400213b78151306d83aa","SWAPX:18.51|0.60|5.4075|pxusdt|e9040088820240718004724584203467"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.75777","FALTA ESSE","Jul-18-2024 12:47:09 AM UTC","0x411e093d61715efd3af877fd659fec5979a30d625307cd1cf022e32c42011f06","SWAPX:21.00|0.68|5.4075|pxusdt|e92796564202407180046483w1pri7bl"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","5.29454","FALTA ESSE","Jul-18-2024 12:45:27 AM UTC","0xe1d6c82638f2745982e9011739f903fccc33b50d49235e6d544bd1537a57be8e","SWAPX:29.59|0.96|5.4075|pxusdt|e00416968202407180045yukrpd5thxi"
"FALTA ESSE","0x958972306C0DB6823FEE650e5618EAc31FA36B9D","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:44:09 AM UTC","0x7910996da4839a15903bfdeda1b240255e072883ee4ced69ad3ccd4eb1d04d8c","SWAPX:18.51|0.60|5.4075|pxusdt|e00360305202407180043e87992780ba"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:43:31 AM UTC","0x2dd7107c382d02550704f687037d4bb6288ab0590253215f313c2018996b169d","SWAPX:18.51|0.60|5.4075|pxusdt|e9270206720240718004300847842459"
"FALTA ESSE","0xd75469E3A9f9F2CED454ac06F1880153C2158a60","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.75777","FALTA ESSE","Jul-18-2024 12:42:27 AM UTC","0xc40ab7094f7edc7ce7b3191ee49940808eb9aa6ac64933ee1e39f88ff5aae4bf","SWAPX:21.00|0.68|5.4075|pxusdt|e60746948202407180042a7210bsdaec"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","2.41333","FALTA ESSE","Jul-18-2024 12:42:23 AM UTC","0x4a1820b29976fec8292c0979ff4e247648a8583cc2af4733dd5f82e4a21e87ba","SWAPX:13.49|0.44|5.4075|pxusdt|e31872495202407180041qikmwkcsneo"
"FALTA ESSE","0x958972306C0DB6823FEE650e5618EAc31FA36B9D","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:41:41 AM UTC","0xff911c3cbffa2528308696fe368a5cb58e0aba6b0012de646a9b53efd8069373","SWAPX:18.51|0.60|5.4075|pxusdt|e60701190202407180041dy570em20o3"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","2.41333","FALTA ESSE","Jul-18-2024 12:41:39 AM UTC","0x4f5a158f0ce59a0cdafe331b2f64a070ff11e66990245d327ca03b1c75d0efe9","SWAPX:13.49|0.44|5.4075|pxusdt|e60746948202407180041a2727crgppc"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","30.43023","FALTA ESSE","Jul-18-2024 12:38:59 AM UTC","0x6bc55fd9c163035c1870d2929162636012d10b91aa1549d12c1d84efde590729","SWAPX:170.00|5.45|5.4075|pxusdt|e10573521202407180038tguyydyopyj"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","5.29454","FALTA ESSE","Jul-18-2024 12:38:41 AM UTC","0x15f02a600af505e66657157325cc3dd2c34192eb94c714998c3669442fbc1ab6","SWAPX:29.59|0.96|5.4075|pxusdt|e18236120202407180038s015be65898"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","17.47958","FALTA ESSE","Jul-18-2024 12:38:15 AM UTC","0xfe669e975f3b6a1ae29618e69ccc7b44386066ae1519808ac0dfa68d7d6c1270","SWAPX:97.65|3.13|5.4075|pxusdt|e60701190202407180036dy5o3rquimb"
"FALTA ESSE","0xd75469E3A9f9F2CED454ac06F1880153C2158a60","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","5.29454","FALTA ESSE","Jul-18-2024 12:37:27 AM UTC","0x8a40e54719739a4e56d72626b74006308ef871c39a308918ce86ad5a9ddfe0fe","SWAPX:29.59|0.96|5.4075|pxusdt|e00360305202407180037140979b5d01"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","5.32598","FALTA ESSE","Jul-18-2024 12:37:21 AM UTC","0xd997e9a30876a65bf844b19e458deff48cbb30325d460cd6241de9e824ec7cbe","SWAPX:29.76|0.96|5.4075|pxusdt|e0000000020240718003657528232495"
"FALTA ESSE","0x958972306C0DB6823FEE650e5618EAc31FA36B9D","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","4.47345","FALTA ESSE","Jul-18-2024 12:36:59 AM UTC","0x98a4a5e456372743ffd09ceb184590f247e5879eda7e1469d38c2c92f4678275","SWAPX:25.00|0.81|5.4075|pxusdt|e00416968202407180036oewhf62mx2u"
"FALTA ESSE","0x958972306C0DB6823FEE650e5618EAc31FA36B9D","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","2.41333","FALTA ESSE","Jul-18-2024 12:36:03 AM UTC","0x5438595a91d36806017dc778109eaa185323dafd4ece756e2a6ae2fe9b59d26d","SWAPX:13.49|0.44|5.4075|pxusdt|e60701190202407180035dy5lx0ip9r2"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:36:01 AM UTC","0x79e2b538f81e209e3f4fb02481ab367ff25abc7fa1413155324f5701ea370539","SWAPX:18.51|0.60|5.4075|pxusdt|e18236120202407180035s0035a17df6"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","5.32598","FALTA ESSE","Jul-18-2024 12:35:31 AM UTC","0x34dc3d8fb76ce0217890ed18b7c2de54ecb95e6fa0ac433538d9cde7978fd98f","SWAPX:29.76|0.96|5.4075|pxusdt|e18236120202407180035s09a4b471e2"
"FALTA ESSE","0x958972306C0DB6823FEE650e5618EAc31FA36B9D","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","6.51947","FALTA ESSE","Jul-18-2024 12:35:15 AM UTC","0x99020fdc6aa52547e9f5386297ac3c27f208960e1a7afcbabb3ff98c0da29453","SWAPX:36.27|1.17|5.3839|pxusdt|e18236120202407180034s16c41e3116"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","5.29454","FALTA ESSE","Jul-18-2024 12:34:45 AM UTC","0x38df82eb55feda58d53b6b62aabf0a660634b7e8a64a862a0e27265ffa0bd158","SWAPX:29.59|0.96|5.4075|pxusdt|e18236120202407180034s0815e0eedb"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","5.32598","FALTA ESSE","Jul-18-2024 12:34:17 AM UTC","0x1ca214e6d759b3382a3651e67f9149de6630d9757e5bd6932b7c9fd39c26f17c","SWAPX:29.76|0.96|5.4075|pxusdt|e00360305202407180033145543d6faa"
"FALTA ESSE","0x958972306C0DB6823FEE650e5618EAc31FA36B9D","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:32:05 AM UTC","0x499ead9e4cc3abecdf596989cb9e1af1a100c5cee787c505f277b64fe804312b","SWAPX:18.51|0.60|5.4075|pxusdt|e22896431202407180031rhidarqtztq"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.66161","FALTA ESSE","Jul-18-2024 12:32:03 AM UTC","0xa3623750a6bcf2d476116c1833698ab2fcd306793e0abfada644a60833579836","SWAPX:20.46|0.66|5.4075|pxusdt|e31872495202407180031ndug4lenqqd"
"FALTA ESSE","0xd75469E3A9f9F2CED454ac06F1880153C2158a60","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","44.94723","FALTA ESSE","Jul-18-2024 12:31:27 AM UTC","0x9124d04d87c602d3529958e5948d4018ba76e5c2af9b77ea059e3022e8d53f7c","SWAPX:251.10|8.05|5.4075|pxusdt|e60746948202407180031a250078daxe"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","26.84998","FALTA ESSE","Jul-18-2024 12:30:55 AM UTC","0x26696ebd5c341eefbb6ad78c790fb659f4769f18f482f08ed46fcf1e4ad10a32","SWAPX:150.00|4.81|5.4075|pxusdt|e60746948202407180030a7790lh4chk"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","7.48966","FALTA ESSE","Jul-18-2024 12:30:21 AM UTC","0x54e1f9a4caef5fc15eb7bfd35b9407086dc8a3992747830ea6676bcc547132b0","SWAPX:41.85|1.35|5.4075|pxusdt|e60746948202407180029a3435gyrklg"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","5.32598","FALTA ESSE","Jul-18-2024 12:29:57 AM UTC","0xb13dcefa231d2cdaba4cba7b3de62c1bd9b92b6858064308a31bb362e8d34541","SWAPX:29.76|0.96|5.4075|pxusdt|e0856170120240718002911017708599"
"FALTA ESSE","0xd75469E3A9f9F2CED454ac06F1880153C2158a60","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:29:31 AM UTC","0xd93f7609a994634acf427cc75e493282846511733df7b5933b642bab6c98ded6","SWAPX:18.51|0.60|5.4075|pxusdt|e0856170120240718002847556258877"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:29:27 AM UTC","0x562c06647ff57910f522302dbcc28bd302f316fe658c7d2e67c44f59e8066eed","SWAPX:18.51|0.60|5.4075|pxusdt|e10573521202407180029czhqkdiib8b"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:27:07 AM UTC","0x18e9b075a402033cecb29d6936f588c2dd50c08c240fcdccdaad5335c5c6ecc5","SWAPX:18.51|0.60|5.4075|pxusdt|e0000000020240718002641129326039"
"FALTA ESSE","0xd75469E3A9f9F2CED454ac06F1880153C2158a60","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:25:55 AM UTC","0x3e663fd76f97991ee07684f586cdc48e700b14d056ed4fdcb855363d9cc5fc14","SWAPX:18.51|0.60|5.4075|pxusdt|e0000000020240718002532035079834"
"FALTA ESSE","0x958972306C0DB6823FEE650e5618EAc31FA36B9D","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","4.47345","FALTA ESSE","Jul-18-2024 12:23:23 AM UTC","0xc3920e4d6aa79564a99a37e9e926246c381d9c81ffb937e0ef5e20a4f935995e","SWAPX:25.00|0.81|5.4075|pxusdt|e0000000020240718002221540811866"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:22:39 AM UTC","0xcd4955dad65d52e488eee01a30145711fb04ec9dc472364b29a93059cab4b87d","SWAPX:18.51|0.60|5.4075|pxusdt|e9040088820240718002224583504684"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","5.29454","FALTA ESSE","Jul-18-2024 12:22:25 AM UTC","0x807c9e90e5ee1c7335c43f1bf89f588825919b12e250364022a2be8042ec7e44","SWAPX:29.59|0.96|5.4075|pxusdt|e9040088820240718002224583501883"
"FALTA ESSE","0x958972306C0DB6823FEE650e5618EAc31FA36B9D","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","26.61882","FALTA ESSE","Jul-18-2024 12:21:05 AM UTC","0x29b43e9b22a9f9bd15318877cd6a6afd21d3f66d4ef071665fe637569bad1b67","SWAPX:148.71|4.77|5.4075|pxusdt|e9040088820240718002024583459467"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","5.32598","FALTA ESSE","Jul-18-2024 12:19:45 AM UTC","0x2bead043464ccc68ace0b598d72826cdbe93a7bdc7c3d908566947a8c90a97c7","SWAPX:29.76|0.96|5.4075|pxusdt|e31872495202407180019g1pyymlwavl"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.60613","FALTA ESSE","Jul-18-2024 12:19:33 AM UTC","0xe6133edc8664d497a1530df78b05f3c2af19bd2ed96fb82f0911790f468850f9","SWAPX:20.15|0.65|5.4075|pxusdt|e18236120202407180019s139602a9cd"
"FALTA ESSE","0xd75469E3A9f9F2CED454ac06F1880153C2158a60","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.66161","FALTA ESSE","Jul-18-2024 12:19:11 AM UTC","0xbd76e3ac7b65d03e8cb4a6e008f416b0e05d1750d83039ae458bc105deaf9a12","SWAPX:20.46|0.66|5.4075|pxusdt|e00416968202407180018zzg23wsq5vn"
"FALTA ESSE","0x958972306C0DB6823FEE650e5618EAc31FA36B9D","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:19:07 AM UTC","0xa61c0a3087c57abb695a662e2aca959b4348551a4eebd905a35da0c7cf1fc0f4","SWAPX:18.51|0.60|5.4075|pxusdt|e18236120202407180018s05dfdfc588"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.49517","FALTA ESSE","Jul-18-2024 12:19:03 AM UTC","0x81e0d2255c1f5146a8def3edc0d10e4c22cd9b56d088554b246f86d5c154110c","SWAPX:19.53|0.63|5.4075|pxusdt|e18236120202407180018s13aec86ff2"
"FALTA ESSE","0x958972306C0DB6823FEE650e5618EAc31FA36B9D","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:17:37 AM UTC","0xe44991b168497833d8acc43802dacf674ff2f1f8fd352917d413f87579419fc0","SWAPX:18.51|0.60|5.4075|pxusdt|e00360305202407180017fe64eb154c4"
"FALTA ESSE","0x958972306C0DB6823FEE650e5618EAc31FA36B9D","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:16:43 AM UTC","0x836616532b69eabb57b2c95f673a5f31dc25ad1bfd3c8740137fb62c255db883","SWAPX:18.51|0.60|5.4075|pxusdt|e18236120202407180016s1099695d12"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","5.32598","FALTA ESSE","Jul-18-2024 12:16:23 AM UTC","0xaf2a63243c1bb112c7c49008c59813080850dba592d2b6b53fb0ab9e5010f8f1","SWAPX:29.76|0.96|5.4075|pxusdt|e0856170120240718001604695845121"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","4.47345","FALTA ESSE","Jul-18-2024 12:14:47 AM UTC","0x7cb5a12ebdb64df995d8a1751612e9efff0861613f32b956633a3905867b05f2","SWAPX:25.00|0.81|5.4075|pxusdt|e18236120202407180014s05fe0c597d"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:12:01 AM UTC","0x27aa95486ef3b395a3cc6d13c8df762738dcd29adf9fe632590cd6d2bc8b4f48","SWAPX:18.51|0.60|5.4075|pxusdt|e18236120202407180011s04c2c842ed"
"FALTA ESSE","0x958972306C0DB6823FEE650e5618EAc31FA36B9D","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","5.32598","FALTA ESSE","Jul-18-2024 12:11:39 AM UTC","0x782267e151db341ea088a2789542094445abda9f45dce7698573f1cd991b6b10","SWAPX:29.76|0.96|5.4075|pxusdt|e318724952024071800114a28icbrnfm"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","2.41333","FALTA ESSE","Jul-18-2024 12:11:37 AM UTC","0x54c9ddbac52ce2ca50540be00f64abaad735b8b78706b505e2b1af2ec03eff4b","SWAPX:13.49|0.44|5.4075|pxusdt|e18236120202407180011s09969efbee"
"FALTA ESSE","0xd75469E3A9f9F2CED454ac06F1880153C2158a60","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.75777","FALTA ESSE","Jul-18-2024 12:09:13 AM UTC","0x7dfd3fff3c76244556214946db5b563d33e69645300c82c04fa89e664bfe69c5","SWAPX:21.00|0.68|5.4075|pxusdt|e0000000020240718000526889694913"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:08:59 AM UTC","0x2542af77dc1d41cca7cdbbcc4a24aa674079dfd95d06c499f31b38f06211e8a8","SWAPX:18.51|0.60|5.4075|pxusdt|e8109949120240718000838s5p2bkjzb"
"FALTA ESSE","0x958972306C0DB6823FEE650e5618EAc31FA36B9D","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","5.32598","FALTA ESSE","Jul-18-2024 12:08:01 AM UTC","0x98f1824084aabafc27e9c79e3d1d35cf399415607d24a106ffb617cc8d434491","SWAPX:29.76|0.96|5.4075|pxusdt|e60701190202407180007dy5v3eeqhr8"
"FALTA ESSE","0xd75469E3A9f9F2CED454ac06F1880153C2158a60","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:07:09 AM UTC","0xa14b7d8b3c6154534f660d7eb9292c7a0c4971f1e1b44a04504c9777d5d3f6f2","SWAPX:18.51|0.60|5.4075|pxusdt|e0000000020240718000629857983040"
"FALTA ESSE","0x958972306C0DB6823FEE650e5618EAc31FA36B9D","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","2.41333","FALTA ESSE","Jul-18-2024 12:07:07 AM UTC","0xa1ae75ac2ee007b9e4ebff05c316d0a1de17136b01955e67a412422863be611a","SWAPX:13.49|0.44|5.4075|pxusdt|e00416968202407180006wmjrn9aynct"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","5.32598","FALTA ESSE","Jul-18-2024 12:06:33 AM UTC","0x3b677c85b3f3f95b993ce8a054077aa4d5255d1f02d866e19691e4ab0189d4d8","SWAPX:29.76|0.96|5.4075|pxusdt|e0000000020240718000609249482843"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:03:31 AM UTC","0x53584ac1c385899fb7cb732e7151e051ec250470f2f7c4c4f6d355bdf703731b","SWAPX:18.51|0.60|5.4075|pxusdt|e17192451202407180003dy57ksuygiv"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","5.32598","FALTA ESSE","Jul-18-2024 12:03:17 AM UTC","0x69b2a9dab9ac76304d716d163c0c9376ac633528bc042c8f011c189f9b811136","SWAPX:29.76|0.96|5.4075|pxusdt|e165015552024071800039948119d582"
"FALTA ESSE","0x1e9482404d26040232e8380D488c35Ddb277b105","0xc2132D05D31c914a87C6611C10748AEb04B58e8F","3.31209","FALTA ESSE","Jul-18-2024 12:02:25 AM UTC","0x3deb9a3f22cac2463d1f9bfc9f40068340c07f8cb95ce4fd28dac07421c4ddae","SWAPX:18.51|0.60|5.4075|pxusdt|e18236120202407180002s05f8bac450"
